rule_id,country,generalization_status,analysis_tier,seed,n,n_treated,n_control,ate_aipw,ci_low,ci_high,ci_excludes_zero,p_value_bootstrap_two_sided,propensity_min,propensity_max,propensity_common_low,propensity_common_high,overlap_fraction_common_support,ess_treated,ess_control,max_abs_smd_before,max_abs_smd_after
R1,Benin,works_here,primary,42,549,178,371,-1198.7853049113469,-1935.5097843542371,-379.27849951498763,True,0.0,0.05,0.95,0.05574928185567808,0.95,0.8415300546448088,76.46849692105891,85.91986021250766,0.8082602830743318,1.1971556735974391
R1,Benin,works_here,primary,52,549,178,371,-1187.602165585589,-2074.3395772019176,-344.17519497491276,True,0.015,0.05,0.95,0.05574928185567808,0.95,0.8415300546448088,76.46849692105891,85.91986021250766,0.8082602830743318,1.1971556735974391
R1,Benin,works_here,primary,62,549,178,371,-1174.2526985340226,-2033.8670707638926,-395.9458115359642,True,0.015,0.05,0.95,0.05574928185567808,0.95,0.8415300546448088,76.46849692105891,85.91986021250766,0.8082602830743318,1.1971556735974391
R1,Nigeria,works_here,primary,42,147,32,115,-805.918779212405,-903.797446211785,-732.5097789628697,True,0.0,0.05,0.8362536273479476,0.6533491245296557,0.774129873995885,0.3129251700680272,31.881060904012088,66.70660990312525,2.317807156349586,1.0736366504552848
R1,Nigeria,works_here,primary,52,147,32,115,-823.6604844996127,-926.9251456965445,-746.2119886019138,True,0.0,0.05,0.8245643578248294,0.6591511301870135,0.7621261096695814,0.2925170068027211,31.88615203561207,67.13340278708677,2.317807156349586,1.0688558260835128
R1,Nigeria,works_here,primary,62,147,32,115,-687.653729672125,-747.6057829624311,-607.7176586183832,True,0.0,0.05,0.8417823853635455,0.644802834252856,0.7889840902369409,0.2925170068027211,31.83882940468473,65.46841225240816,2.317807156349586,1.0510674220468732
R2,Nigeria,works_here,primary,42,147,31,116,545.1025457096064,205.31275752793738,998.1555966184983,True,0.0,0.05,0.8302755159749311,0.6396748263993981,0.7604235109232265,0.2653061224489796,30.9125855852074,67.25315970723005,2.281390229511477,1.042494978629397
R2,Nigeria,works_here,primary,52,147,31,116,528.8297043335,192.94763666039466,976.672461230974,True,0.0,0.05,0.8285674932675088,0.64954765572593,0.7572105834240566,0.2857142857142857,30.893013339213113,68.14285641097214,2.281390229511477,1.0572770327549768
R2,Nigeria,works_here,primary,62,147,31,116,509.60201418635194,209.02710359650615,910.3685616394797,True,0.0,0.05,0.8374607885115697,0.6411270759467887,0.776228370140452,0.2857142857142857,30.85011576520439,67.22758929174962,2.281390229511477,1.048184635938999
R4,Benin,works_here,primary,42,549,96,453,1473.7544997650555,1182.8012010968482,1988.8459366595578,True,0.0,0.05,0.95,0.6634698643472492,0.5348423616977444,0.0,94.68579246751358,438.12481636976725,2.4319519657149655,2.152639538582697
R4,Benin,works_here,primary,52,549,96,453,1467.237882064807,1149.5254672765404,1996.5207778130002,True,0.0,0.05,0.95,0.7087991429756345,0.5380138377216858,0.0,94.92809912085563,438.8385317152872,2.4319519657149655,2.1621735338446633
R4,Benin,works_here,primary,62,549,96,453,1464.8890111478522,1160.8272042722099,1987.5002197742572,True,0.0,0.05,0.95,0.6868259425200014,0.5204852890999194,0.0,94.74346022317486,437.7810894915661,2.4319519657149655,2.1494993434065868
R2,Benin,unstable_or_small_effect,secondary,42,549,179,370,-6340.084152635569,-13610.312854256392,-172.9955681275265,True,0.04,0.05,0.95,0.05,0.861197568743805,0.6885245901639344,89.05251816685664,208.9009925228307,0.5886094349969564,2.04946364537589
R2,Benin,unstable_or_small_effect,secondary,52,549,179,370,-6241.955770125536,-12436.554984697763,-221.77524429322168,True,0.02,0.05,0.95,0.05,0.861197568743805,0.6885245901639344,89.05251816685664,208.9009925228307,0.5886094349969564,2.04946364537589
R2,Benin,unstable_or_small_effect,secondary,62,549,179,370,-6225.103102547268,-11801.97447508624,-79.45813328132905,True,0.045,0.05,0.95,0.05,0.861197568743805,0.6885245901639344,89.05251816685664,208.9009925228307,0.5886094349969564,2.04946364537589
R3,Benin,conflicts_here,secondary,42,549,96,453,-267.49930942038014,-696.2076737320518,250.74182259654137,False,0.32,0.05,0.95,0.7642498143249068,0.6945075653740225,0.0,95.61103694633609,413.9979124513423,2.426313994166605,2.1112334772568415
R3,Benin,conflicts_here,secondary,52,549,96,453,-257.8772100304005,-675.0157631704528,312.8656015425826,False,0.305,0.05,0.95,0.8069763094258945,0.679679903905688,0.0,95.72535781230464,417.4407152580725,2.426313994166605,2.130520403966561
R3,Benin,conflicts_here,secondary,62,549,96,453,-267.1230726478168,-673.7547956665076,241.24192028177148,False,0.325,0.05,0.95,0.8028746990331951,0.6830213115677256,0.0,95.72927148275316,412.0766230457835,2.426313994166605,2.1098922632590087
R5,Burkina Faso,conflicts_here,secondary,42,105,72,33,877.7494908603647,404.30919038667963,1678.9561532004473,True,0.0,0.24876761495673116,0.95,0.3297569101486344,0.4606580151549836,0.4095238095238095,53.93722235715616,32.818990514877555,1.5266984249709348,0.8436373538979547
R5,Burkina Faso,conflicts_here,secondary,52,105,72,33,846.9164936791793,353.1239867034554,1682.5653516380967,True,0.0,0.23884391967965962,0.95,0.3145511208286144,0.4688688826743926,0.4380952380952381,53.93232369566567,32.73312381381193,1.5266984249709348,0.8485218862731142
R5,Burkina Faso,conflicts_here,secondary,62,105,72,33,903.6285764581935,436.2127862528553,1694.6399137287658,True,0.0,0.23992083749444734,0.95,0.31621680002598135,0.5034102894763028,0.4095238095238095,52.96518722121117,32.618387666253696,1.5266984249709348,0.8248749081310791
